ar,smasvaedi,tekjutiund,fjoldi
2017,2105,6,58
2017,2105,7,71
2017,2105,8,63
2017,2105,9,74
2017,2105,10,53
2017,2106,1,99
2017,2106,2,68
2017,2106,3,68
2017,2106,4,70
2017,2106,5,65
2017,2106,6,76
2017,2106,7,90
2017,2106,8,102
2017,2106,9,131
2017,2106,10,152
2017,2201,1,82
2017,2201,2,86
2017,2201,3,79
2017,2201,4,74
2017,2201,5,94
2017,2201,6,84
2017,2201,7,106
2017,2201,8,114
2017,2201,9,122
2017,2201,10,152
2017,2202,1,52
2017,2202,2,54
2017,2202,3,60
2017,2202,4,57
2017,2202,5,65
2017,2202,6,51
2017,2202,7,71
2017,2202,8,90
2017,2202,9,120
2017,2202,10,141
2017,2203,1,63
2017,2203,2,63
2017,2203,3,59
2017,2203,4,62
2017,2203,5,69
2017,2203,6,71
2017,2203,7,82
2017,2203,8,81
2017,2203,9,107
2017,2203,10,88
2017,2204,1,78
2017,2204,2,56
2017,2204,3,48
2017,2204,4,55
2017,2204,5,68
2017,2204,6,81
2017,2204,7,87
2017,2204,8,81
2017,2204,9,105
2017,2204,10,126
2017,2205,1,63
2017,2205,2,54
2017,2205,3,69
2017,2205,4,71
2017,2205,5,82
2017,2205,6,88
2017,2205,7,76
2017,2205,8,102
2017,2205,9,78
2017,2205,10,94
2017,2301,1,104
2017,2301,2,90
2017,2301,3,63
2017,2301,4,60
2017,2301,5,68
2017,2301,6,81
2017,2301,7,65
2017,2301,8,88
2017,2301,9,107
2017,2301,10,172
2017,2302,1,47
2017,2302,2,44
2017,2302,3,44
2017,2302,4,43
2017,2302,5,44
2017,2302,6,43
2017,2302,7,32
2017,2302,8,52
2017,2302,9,59
2017,2302,10,136
2017,2303,1,74
2017,2303,2,86
2017,2303,3,91
2017,2303,4,87
2017,2303,5,76
2017,2303,6,66
2017,2303,7,80
2017,2303,8,85
2017,2303,9,103
2017,2303,10,166
2017,2401,1,102
2017,2401,2,101
2017,2401,3,93
2017,2401,4,98
2017,2401,5,87
2017,2401,6,105
2017,2401,7,85
2017,2401,8,106
2017,2401,9,101
2017,2401,10,141
2017,2402,1,114
2017,2402,2,117
2017,2402,3,70
2017,2402,4,75
2017,2402,5,83
2017,2402,6,102
2017,2402,7,127
2017,2402,8,110
2017,2402,9,136
2017,2402,10,159
2017,2403,1,103
2017,2403,2,86
2017,2403,3,97
2017,2403,4,88
2017,2403,5,111
2017,2403,6,111
2017,2403,7,104
2017,2403,8,121
2017,2403,9,120
2017,2403,10,96
2017,2404,1,98
2017,2404,2,72
2017,2404,3,61
2017,2404,4,72
2017,2404,5,89
2017,2404,6,74
2017,2404,7,93
2017,2404,8,98
2017,2404,9,92
2017,2404,10,88
2017,2405,1,41
2017,2405,2,34
2017,2405,3,31
2017,2405,4,38
2017,2405,5,37
2017,2405,6,39
2017,2405,7,36
2017,2405,8,37
2017,2405,9,41
2017,2405,10,30
2017,2406,1,62
2017,2406,2,58
2017,2406,3,68
2017,2406,4,61
2017,2406,5,65
2017,2406,6,77
2017,2406,7,76
2017,2406,8,78
2017,2406,9,55
2017,2406,10,48
2017,2407,1,31
2017,2407,2,27
2017,2407,3,23
2017,2407,4,39
2017,2407,5,42
2017,2407,6,34
2017,2407,7,25
2017,2407,8,34
2017,2407,9,34
2017,2407,10,42
2017,2501,1,120
2017,2501,2,142
2017,2501,3,200
2017,2501,4,141
2017,2501,5,134
2017,2501,6,105
2017,2501,7,97
2017,2501,8,75
2017,2501,9,75
2017,2501,10,65
2017,2502,1,63
2017,2502,2,82
2017,2502,3,58
2017,2502,4,76
2017,2502,5,67
2017,2502,6,52
2017,2502,7,34
2017,2502,8,43
2017,2502,9,33
2017,2502,10,27
2017,2503,1,94
2017,2503,2,136
2017,2503,3,125
2017,2503,4,99
2017,2503,5,113
2017,2503,6,78
2017,2503,7,73
2017,2503,8,37
2017,2503,9,57
2017,2503,10,37
2017,2504,1,85
2017,2504,2,124
2017,2504,3,114
2017,2504,4,124
2017,2504,5,85
2017,2504,6,98
2017,2504,7,95
2017,2504,8,69
2017,2504,9,49
2017,2504,10,37
2017,2601,1,180
2017,2601,2,118
2017,2601,3,95
2017,2601,4,81
2017,2601,5,81
2017,2601,6,74
2017,2601,7,72
2017,2601,8,74
2017,2601,9,63
2017,2601,10,57
2017,2602,1,183
2017,2602,2,184
2017,2602,3,123
2017,2602,4,103
2017,2602,5,92
2017,2602,6,107
2017,2602,7,77
2017,2602,8,97
2017,2602,9,88
2017,2602,10,64
2017,2701,1,69
2017,2701,2,61
2017,2701,3,78
2017,2701,4,65
2017,2701,5,50
2017,2701,6,52
2017,2701,7,65
2017,2701,8,65
2017,2701,9,45
2017,2701,10,26
2017,2702,1,97
2017,2702,2,83
2017,2702,3,87
2017,2702,4,82
2017,2702,5,78
2017,2702,6,66
2017,2702,7,93
2017,2702,8,61
2017,2702,9,87
2017,2702,10,44
2017,2703,1,104
2017,2703,2,130
2017,2703,3,136
2017,2703,4,128
2017,2703,5,124
2017,2703,6,122
2017,2703,7,116
2017,2703,8,133
2017,2703,9,113
2017,2703,10,81
2017,2704,1,85
2017,2704,2,71
2017,2704,3,80
2017,2704,4,104
2017,2704,5,76
2017,2704,6,59
2017,2704,7,80
2017,2704,8,76
2017,2704,9,84
2017,2704,10,56
2017,2705,1,93
2017,2705,2,91
2017,2705,3,95
2017,2705,4,97
2017,2705,5,114
2017,2705,6,76
2017,2705,7,89
2017,2705,8,72
2017,2705,9,78
2017,2705,10,50
2017,2801,1,103
2017,2801,2,165
2017,2801,3,183
2017,2801,4,134
2017,2801,5,104
2017,2801,6,74
2017,2801,7,71
2017,2801,8,72
2017,2801,9,66
2017,2801,10,41
2017,2802,1,118
2017,2802,2,97
2017,2802,3,122
2017,2802,4,136
2017,2802,5,89
2017,2802,6,56
2017,2802,7,61
2017,2802,8,38
2017,2802,9,57
2017,2802,10,24
2017,2803,1,112
2017,2803,2,120
2017,2803,3,155
2017,2803,4,135
2017,2803,5,128
2017,2803,6,123
2017,2803,7,98
2017,2803,8,115
2017,2803,9,100
2017,2803,10,60
2017,2804,1,110
2017,2804,2,106
2017,2804,3,121
2017,2804,4,127
2017,2804,5,92
2017,2804,6,103
2017,2804,7,86
2017,2804,8,85
2017,2804,9,102
2017,2804,10,63
2017,2901,1,100
2017,2901,2,88
2017,2901,3,124
2017,2901,4,102
2017,2901,5,125
2017,2901,6,140
2017,2901,7,142
2017,2901,8,144
2017,2901,9,142
2017,2901,10,122
2017,2902,1,56
2017,2902,2,61
2017,2902,3,80
2017,2902,4,101
2017,2902,5,82
2017,2902,6,104
2017,2902,7,58
2017,2902,8,50
2017,2902,9,48
2017,2902,10,28
2017,2903,1,45
2017,2903,2,84
2017,2903,3,98
2017,2903,4,112
2017,2903,5,113
2017,2903,6,95
2017,2903,7,87
2017,2903,8,76
2017,2903,9,59
2017,2903,10,39
2017,2904,1,112
2017,2904,2,140
2017,2904,3,190
2017,2904,4,178
2017,2904,5,186
2017,2904,6,209
2017,2904,7,194
2017,2904,8,153
2017,2904,9,135
2017,2904,10,110
2017,3001,1,43
2017,3001,2,43
2017,3001,3,49
2017,3001,4,64
2017,3001,5,64
2017,3001,6,71
2017,3001,7,49
2017,3001,8,23
2017,3001,9,18
2017,3001,10,5
2017,3002,1,40
2017,3002,2,35
2017,3002,3,64
2017,3002,4,78
2017,3002,5,97
2017,3002,6,88
2017,3002,7,80
2017,3002,8,63
2017,3002,9,44
2017,3002,10,17
2017,3003,1,73
2017,3003,2,48
2017,3003,3,96
2017,3003,4,94
2017,3003,5,102
2017,3003,6,128
2017,3003,7,86
2017,3003,8,86
2017,3003,9,76
2017,3003,10,57
2017,3004,1,60
2017,3004,2,65
2017,3004,3,82
2017,3004,4,71
2017,3004,5,96
2017,3004,6,72
2017,3004,7,90
2017,3004,8,93
2017,3004,9,74
2017,3004,10,72
2017,3005,1,38
2017,3005,2,53
2017,3005,3,72
2017,3005,4,72
2017,3005,5,88
2017,3005,6,87
2017,3005,7,88
2017,3005,8,78
2017,3005,9,64
2017,3005,10,39
2017,3006,1,38
2017,3006,2,50
2017,3006,3,65
2017,3006,4,66
2017,3006,5,89
2017,3006,6,72
2017,3006,7,94
2017,3006,8,77
2017,3006,9,70
2017,3006,10,33
2017,3101,1,120
2017,3101,2,140
2017,3101,3,114
2017,3101,4,127
2017,3101,5,107
2017,3101,6,119
2017,3101,7,100
2017,3101,8,81
2017,3101,9,61
2017,3101,10,83
2017,3102,1,62
2017,3102,2,70
2017,3102,3,45
2017,3102,4,56
2017,3102,5,50
2017,3102,6,43
2017,3102,7,27
2017,3102,8,37
2017,3102,9,25
2017,3102,10,36
2017,3103,1,56
2017,3103,2,98
2017,3103,3,100
2017,3103,4,115
2017,3103,5,96
2017,3103,6,105
2017,3103,7,101
2017,3103,8,51
2017,3103,9,67
2017,3103,10,41
2017,3104,1,60
2017,3104,2,89
2017,3104,3,132
2017,3104,4,73
2017,3104,5,86
2017,3104,6,66
2017,3104,7,87
2017,3104,8,70
2017,3104,9,62
2017,3104,10,38
2017,3105,1,48
2017,3105,2,53
2017,3105,3,71
2017,3105,4,81
2017,3105,5,69
2017,3105,6,79
2017,3105,7,70
2017,3105,8,63
2017,3105,9,44
2017,3105,10,21
2017,3201,1,42
2017,3201,2,56
2017,3201,3,75
2017,3201,4,67
2017,3201,5,51
2017,3201,6,67
2017,3201,7,59
2017,3201,8,44
2017,3201,9,46
2017,3201,10,19
2017,3202,1,84
2017,3202,2,81
2017,3202,3,89
2017,3202,4,73
2017,3202,5,81
2017,3202,6,110
2017,3202,7,100
2017,3202,8,83
2017,3202,9,71
2017,3202,10,61
2017,3203,1,57
2017,3203,2,63
2017,3203,3,82
2017,3203,4,68
2017,3203,5,71
2017,3203,6,87
2017,3203,7,81
2017,3203,8,82
2017,3203,9,71
2017,3203,10,42
2017,3204,1,98
2017,3204,2,80
2017,3204,3,102
2017,3204,4,114
2017,3204,5,97
2017,3204,6,111
2017,3204,7,131
2017,3204,8,123
2017,3204,9,124
2017,3204,10,127
2017,3205,1,40
2017,3205,2,33
2017,3205,3,40
2017,3205,4,25
2017,3205,5,39
2017,3205,6,48
2017,3205,7,42
2017,3205,8,59
2017,3205,9,41
2017,3205,10,42
2017,3301,1,60
2017,3301,2,85
2017,3301,3,90
2017,3301,4,82
2017,3301,5,77
2017,3301,6,64
2017,3301,7,81
2017,3301,8,81
2017,3301,9,73
2017,3301,10,42
2017,3302,1,110
2017,3302,2,99
2017,3302,3,133
2017,3302,4,123
2017,3302,5,114
2017,3302,6,110
2017,3302,7,113
2017,3302,8,99
2017,3302,9,92
2017,3302,10,52
2017,3303,1,82
2017,3303,2,107
2017,3303,3,83
2017,3303,4,96
2017,3303,5,72
2017,3303,6,58
2017,3303,7,58
2017,3303,8,36
2017,3303,9,36
2017,3303,10,24
2017,3304,1,126
2017,3304,2,199
2017,3304,3,110
2017,3304,4,98
2017,3304,5,88
2017,3304,6,83
2017,3304,7,82
2017,3304,8,53
2017,3304,9,52
2017,3304,10,71
2017,3305,1,120
2017,3305,2,209
2017,3305,3,179
2017,3305,4,151
2017,3305,5,104
2017,3305,6,98
2017,3305,7,85
2017,3305,8,69
2017,3305,9,78
2017,3305,10,51
2017,3401,1,106
2017,3401,2,136
2017,3401,3,154
2017,3401,4,129
2017,3401,5,100
2017,3401,6,104
2017,3401,7,91
2017,3401,8,95
2017,3401,9,96
2017,3401,10,68
2017,3402,1,38
2017,3402,2,54
2017,3402,3,75
2017,3402,4,80
2017,3402,5,52
2017,3402,6,51
2017,3402,7,26
2017,3402,8,38
2017,3402,9,26
2017,3402,10,18
2017,3403,1,145
2017,3403,2,176
2017,3403,3,167
2017,3403,4,191
2017,3403,5,148
2017,3403,6,144
2017,3403,7,137
2017,3403,8,119
2017,3403,9,131
2017,3403,10,106
2017,3404,1,52
2017,3404,2,72
2017,3404,3,65
2017,3404,4,53
2017,3404,5,49
2017,3404,6,40
2017,3404,7,34
2017,3404,8,41
2017,3404,9,23
2017,3404,10,46
2017,3501,1,70
2017,3501,2,71
2017,3501,3,71
2017,3501,4,87
2017,3501,5,60
2017,3501,6,48
2017,3501,7,50
2017,3501,8,22
2017,3501,9,19
2017,3501,10,15
2017,3502,1,103
2017,3502,2,110
2017,3502,3,102
2017,3502,4,103
2017,3502,5,108
2017,3502,6,76
2017,3502,7,72
2017,3502,8,72
2017,3502,9,59
2017,3502,10,32
2017,3503,1,95
2017,3503,2,111
2017,3503,3,86
2017,3503,4,71
2017,3503,5,71
2017,3503,6,65
2017,3503,7,68
2017,3503,8,37
2017,3503,9,31
2017,3503,10,18
2017,3504,1,129
2017,3504,2,131
2017,3504,3,175
2017,3504,4,151
2017,3504,5,165
2017,3504,6,163
2017,3504,7,158
2017,3504,8,116
2017,3504,9,94
2017,3504,10,85
2017,3601,1,130
2017,3601,2,109
2017,3601,3,115
2017,3601,4,126
2017,3601,5,120
2017,3601,6,110
2017,3601,7,69
2017,3601,8,59
2017,3601,9,48
2017,3601,10,51
2017,3602,1,224
2017,3602,2,125
2017,3602,3,102
2017,3602,4,85
2017,3602,5,76
2017,3602,6,77
2017,3602,7,54
2017,3602,8,62
2017,3602,9,51
2017,3602,10,41
2017,3603,1,162
2017,3603,2,169
2017,3603,3,165
2017,3603,4,125
2017,3603,5,113
2017,3603,6,97
2017,3603,7,93
2017,3603,8,113
2017,3603,9,99
2017,3603,10,60
2017,3701,1,85
2017,3701,2,49
2017,3701,3,59
2017,3701,4,42
2017,3701,5,64
2017,3701,6,62
2017,3701,7,64
2017,3701,8,59
2017,3701,9,59
2017,3701,10,49
2017,3702,1,106
2017,3702,2,75
2017,3702,3,81
2017,3702,4,97
2017,3702,5,84
2017,3702,6,80
2017,3702,7,75
2017,3702,8,70
2017,3702,9,49
2017,3702,10,52
2017,3703,1,112
2017,3703,2,84
2017,3703,3,61
2017,3703,4,66
2017,3703,5,63
2017,3703,6,74
2017,3703,7,78
2017,3703,8,77
2017,3703,9,71
2017,3703,10,78
2017,3704,1,87
2017,3704,2,53
2017,3704,3,51
2017,3704,4,66
2017,3704,5,56
2017,3704,6,57
2017,3704,7,42
2017,3704,8,33
2017,3704,9,43
2017,3704,10,26
2017,3801,1,87
2017,3801,2,57
2017,3801,3,59
2017,3801,4,52
2017,3801,5,76
2017,3801,6,79
2017,3801,7,74
2017,3801,8,59
2017,3801,9,71
2017,3801,10,60
2017,3802,1,87
2017,3802,2,66
2017,3802,3,66
2017,3802,4,56
2017,3802,5,62
2017,3802,6,73
2017,3802,7,60
2017,3802,8,53
2017,3802,9,50
2017,3802,10,34
2017,3803,1,81
2017,3803,2,51
2017,3803,3,67
2017,3803,4,71
2017,3803,5,63
2017,3803,6,66
2017,3803,7,56
2017,3803,8,57
2017,3803,9,61
2017,3803,10,69
2017,3804,1,99
2017,3804,2,90
2017,3804,3,77
2017,3804,4,99
2017,3804,5,96
2017,3804,6,94
2017,3804,7,91
2017,3804,8,77
2017,3804,9,77
2017,3804,10,65
2017,3901,1,128
2017,3901,2,101
2017,3901,3,96
2017,3901,4,110
2017,3901,5,104
2017,3901,6,111
2017,3901,7,108
2017,3901,8,77
2017,3901,9,72
2017,3901,10,52
2017,3902,1,112
2017,3902,2,70
2017,3902,3,92
2017,3902,4,82
2017,3902,5,87
2017,3902,6,85
2017,3902,7,77
2017,3902,8,95
2017,3902,9,67
2017,3902,10,31
2017,3903,1,162
2017,3903,2,110
2017,3903,3,121
2017,3903,4,121
2017,3903,5,108
2017,3903,6,139
2017,3903,7,105
2017,3903,8,105
2017,3903,9,89
2017,3903,10,66
2017,3904,1,118
2017,3904,2,79
2017,3904,3,102
2017,3904,4,119
2017,3904,5,100
2017,3904,6,99
2017,3904,7,74
2017,3904,8,64
2017,3904,9,62
2017,3904,10,30
2017,4001,1,164
2017,4001,2,106
2017,4001,3,88
2017,4001,4,85
2017,4001,5,60
2017,4001,6,57
2017,4001,7,46
2017,4001,8,32
2017,4001,9,36
2017,4001,10,30
2017,4002,1,135
2017,4002,2,111
2017,4002,3,131
2017,4002,4,139
2017,4002,5,152
2017,4002,6,138
2017,4002,7,136
2017,4002,8,89
2017,4002,9,71
2017,4002,10,59
2017,4003,1,74
2017,4003,2,85
2017,4003,3,101
2017,4003,4,67
2017,4003,5,54
2017,4003,6,61
2017,4003,7,60
2017,4003,8,36
2017,4003,9,49
2017,4003,10,32
2017,4101,1,96
2017,4101,2,68
2017,4101,3,91
2017,4101,4,69
2017,4101,5,95
2017,4101,6,65
2017,4101,7,57
2017,4101,8,52
2017,4101,9,43
2017,4101,10,26
2017,4102,1,136
2017,4102,2,151
2017,4102,3,159
2017,4102,4,147
2017,4102,5,159
2017,4102,6,157
2017,4102,7,168
2017,4102,8,185
2017,4102,9,142
2017,4102,10,100
2017,4103,1,74
2017,4103,2,62
2017,4103,3,74
2017,4103,4,65
2017,4103,5,53
2017,4103,6,62
2017,4103,7,42
2017,4103,8,43
2017,4103,9,36
2017,4103,10,27
2017,4201,1,71
2017,4201,2,98
2017,4201,3,108
2017,4201,4,81
2017,4201,5,74
2017,4201,6,65
2017,4201,7,84
2017,4201,8,78
2017,4201,9,77
2017,4201,10,53
2017,4202,1,47
2017,4202,2,51
2017,4202,3,50
2017,4202,4,45
2017,4202,5,59
2017,4202,6,55
2017,4202,7,59
2017,4202,8,64
2017,4202,9,66
2017,4202,10,42
2017,4203,1,49
2017,4203,2,61
2017,4203,3,67
2017,4203,4,69
2017,4203,5,50
2017,4203,6,81
2017,4203,7,83
2017,4203,8,111
2017,4203,9,82
2017,4203,10,69
2017,4204,1,100
2017,4204,2,51
2017,4204,3,49
2017,4204,4,50
2017,4204,5,49
2017,4204,6,49
2017,4204,7,51
2017,4204,8,52
2017,4204,9,49
2017,4204,10,34
2018,0101,1,59
2018,0101,2,69
2018,0101,3,83
2018,0101,4,82
2018,0101,5,85
2018,0101,6,78
2018,0101,7,81
2018,0101,8,73
2018,0101,9,75
2018,0101,10,64
2018,0102,1,44
2018,0102,2,49
2018,0102,3,50
2018,0102,4,67
2018,0102,5,53
2018,0102,6,44
2018,0102,7,70
2018,0102,8,52
2018,0102,9,53
2018,0102,10,71
2018,0103,1,80
2018,0103,2,67
2018,0103,3,68
2018,0103,4,75
2018,0103,5,54
2018,0103,6,61
2018,0103,7,56
2018,0103,8,73
2018,0103,9,67
2018,0103,10,89
2018,0104,1,47
2018,0104,2,62
2018,0104,3,75
2018,0104,4,52
2018,0104,5,56
2018,0104,6,46
2018,0104,7,42
2018,0104,8,59
2018,0104,9,50
2018,0104,10,55
2018,0201,1,73
2018,0201,2,58
2018,0201,3,41
2018,0201,4,34
2018,0201,5,49
2018,0201,6,43
2018,0201,7,39
2018,0201,8,57
2018,0201,9,63
2018,0201,10,101
2018,0202,1,110
2018,0202,2,112
2018,0202,3,74
2018,0202,4,69
2018,0202,5,71
2018,0202,6,66
2018,0202,7,58
2018,0202,8,58
2018,0202,9,75
2018,0202,10,100
2018,0203,1,84
2018,0203,2,88
2018,0203,3,69
2018,0203,4,48
2018,0203,5,71
2018,0203,6,71
2018,0203,7,90
2018,0203,8,94
2018,0203,9,110
2018,0203,10,148
2018,0204,1,76
2018,0204,2,66
2018,0204,3,62
2018,0204,4,60
2018,0204,5,71
2018,0204,6,60
2018,0204,7,83
2018,0204,8,84
2018,0204,9,94
2018,0204,10,116
2018,0205,1,87
2018,0205,2,66
2018,0205,3,56
2018,0205,4,67
2018,0205,5,71
2018,0205,6,57
2018,0205,7,93
2018,0205,8,74
2018,0205,9,85
2018,0205,10,76
2018,0206,1,74
2018,0206,2,71
2018,0206,3,59
2018,0206,4,79
2018,0206,5,70
2018,0206,6,82
2018,0206,7,83
2018,0206,8,107
2018,0206,9,112
2018,0206,10,123
2018,0207,1,45
2018,0207,2,38
2018,0207,3,48
2018,0207,4,40
2018,0207,5,51
2018,0207,6,44
2018,0207,7,64
2018,0207,8,57
2018,0207,9,56
2018,0207,10,49
2018,0208,1,65
2018,0208,2,62
2018,0208,3,70
2018,0208,4,63
2018,0208,5,73
2018,0208,6,72
2018,0208,7,96
2018,0208,8,109
2018,0208,9,114
2018,0208,10,112
2018,0301,1,158
2018,0301,2,169
2018,0301,3,124
2018,0301,4,118
2018,0301,5,126
2018,0301,6,102
2018,0301,7,111
2018,0301,8,94
2018,0301,9,112
2018,0301,10,150
2018,0302,1,122
2018,0302,2,129
2018,0302,3,133
2018,0302,4,143
2018,0302,5,115
2018,0302,6,147
2018,0302,7,134
2018,0302,8,122
2018,0302,9,122
2018,0302,10,101
2018,0303,1,86
2018,0303,2,112
2018,0303,3,123
2018,0303,4,125
2018,0303,5,119
2018,0303,6,95
2018,0303,7,80
2018,0303,8,56
2018,0303,9,71
2018,0303,10,66
2018,0304,1,88
2018,0304,2,123
2018,0304,3,108
2018,0304,4,106
2018,0304,5,105
2018,0304,6,96
2018,0304,7,94
2018,0304,8,93
2018,0304,9,70
2018,0304,10,112
2018,0401,1,133
2018,0401,2,85
2018,0401,3,112
2018,0401,4,118
2018,0401,5,100
2018,0401,6,119
2018,0401,7,119
2018,0401,8,143
2018,0401,9,141
2018,0401,10,158
2018,0402,1,132
2018,0402,2,117
2018,0402,3,122
2018,0402,4,132
2018,0402,5,131
2018,0402,6,110
2018,0402,7,130
2018,0402,8,151
2018,0402,9,151
2018,0402,10,135
2018,0403,1,60
2018,0403,2,74
2018,0403,3,58
2018,0403,4,68
2018,0403,5,79
2018,0403,6,83
2018,0403,7,69
2018,0403,8,72
2018,0403,9,72
2018,0403,10,56
2018,0404,1,120
2018,0404,2,139
2018,0404,3,111
2018,0404,4,122
2018,0404,5,113
2018,0404,6,130
2018,0404,7,118
2018,0404,8,137
2018,0404,9,136
2018,0404,10,129
2018,0405,1,118
2018,0405,2,135
2018,0405,3,136
2018,0405,4,127
2018,0405,5,120
2018,0405,6,145
2018,0405,7,142
2018,0405,8,141
2018,0405,9,141
2018,0405,10,113
2018,0501,1,97
2018,0501,2,97
2018,0501,3,113
2018,0501,4,108
2018,0501,5,102
2018,0501,6,100
2018,0501,7,109
2018,0501,8,104
2018,0501,9,83
2018,0501,10,86
2018,0502,1,70
2018,0502,2,96
2018,0502,3,65
2018,0502,4,56
2018,0502,5,74
2018,0502,6,94
2018,0502,7,83
2018,0502,8,106
2018,0502,9,95
2018,0502,10,92
2018,0503,1,80
2018,0503,2,58
2018,0503,3,50
2018,0503,4,44
2018,0503,5,65
2018,0503,6,64
2018,0503,7,98
2018,0503,8,83
2018,0503,9,97
2018,0503,10,83
2018,0504,1,52
2018,0504,2,57
2018,0504,3,72
2018,0504,4,68
2018,0504,5,69
2018,0504,6,69
2018,0504,7,67
2018,0504,8,76
2018,0504,9,89
2018,0504,10,52
2018,0601,1,109
2018,0601,2,110
2018,0601,3,103
2018,0601,4,134
2018,0601,5,141
2018,0601,6,136
2018,0601,7,141
2018,0601,8,149
2018,0601,9,135
2018,0601,10,103
2018,0602,1,77
2018,0602,2,78
2018,0602,3,74
2018,0602,4,102
2018,0602,5,85
2018,0602,6,83
2018,0602,7,112
2018,0602,8,114
2018,0602,9,122
2018,0602,10,112
2018,0603,1,38
2018,0603,2,51
2018,0603,3,35
2018,0603,4,28
2018,0603,5,45
2018,0603,6,46
2018,0603,7,48
2018,0603,8,50
2018,0603,9,43
2018,0603,10,75
2018,0604,1,68
2018,0604,2,94
2018,0604,3,78
2018,0604,4,83
2018,0604,5,65
2018,0604,6,111
2018,0604,7,80
2018,0604,8,93
2018,0604,9,84
2018,0604,10,89
2018,0605,1,60
2018,0605,2,71
2018,0605,3,47
2018,0605,4,52
2018,0605,5,47
2018,0605,6,66
2018,0605,7,52
2018,0605,8,57
2018,0605,9,60
2018,0605,10,87
2018,0606,1,76
2018,0606,2,72
2018,0606,3,108
2018,0606,4,105
2018,0606,5,86
2018,0606,6,113
2018,0606,7,95
2018,0606,8,89
2018,0606,9,94
2018,0606,10,66
2018,0701,1,89
2018,0701,2,60
2018,0701,3,67
2018,0701,4,75
2018,0701,5,75
2018,0701,6,82
2018,0701,7,68
2018,0701,8,87
2018,0701,9,81
2018,0701,10,108
2018,0702,1,63
2018,0702,2,47
2018,0702,3,37
2018,0702,4,31
2018,0702,5,52
2018,0702,6,52
2018,0702,7,56
2018,0702,8,73
2018,0702,9,88
2018,0702,10,144
2018,0703,1,85
2018,0703,2,91
2018,0703,3,77
2018,0703,4,67
2018,0703,5,63
2018,0703,6,94
2018,0703,7,92
2018,0703,8,86
2018,0703,9,115
2018,0703,10,104
2018,0704,1,91
2018,0704,2,103
2018,0704,3,102
2018,0704,4,105
2018,0704,5,95
2018,0704,6,111
2018,0704,7,121
2018,0704,8,117
2018,0704,9,128
2018,0704,10,142
2018,0705,1,101
2018,0705,2,87
2018,0705,3,73
2018,0705,4,84
2018,0705,5,68
2018,0705,6,72
2018,0705,7,83
2018,0705,8,108
2018,0705,9,133
2018,0705,10,229
2018,0706,1,167
2018,0706,2,133
2018,0706,3,143
2018,0706,4,127
2018,0706,5,152
2018,0706,6,161
2018,0706,7,169
2018,0706,8,146
2018,0706,9,165
2018,0706,10,177
2018,0707,1,53
2018,0707,2,57
2018,0707,3,51
2018,0707,4,71
2018,0707,5,60
2018,0707,6,70
2018,0707,7,89
2018,0707,8,59
2018,0707,9,83
2018,0707,10,56
2018,0708,1,81
2018,0708,2,99
2018,0708,3,73
2018,0708,4,91
2018,0708,5,104
2018,0708,6,101
2018,0708,7,100
2018,0708,8,103
2018,0708,9,112
2018,0708,10,96
2018,0801,1,76
2018,0801,2,106
2018,0801,3,106
2018,0801,4,133
2018,0801,5,123
2018,0801,6,113
2018,0801,7,98
2018,0801,8,79
2018,0801,9,56
2018,0801,10,30
2018,0802,1,54
2018,0802,2,60
2018,0802,3,69
2018,0802,4,68
2018,0802,5,59
2018,0802,6,73
2018,0802,7,75
2018,0802,8,68
2018,0802,9,65
2018,0802,10,36
2018,0803,1,105
2018,0803,2,128
2018,0803,3,167
2018,0803,4,160
2018,0803,5,165
2018,0803,6,154
2018,0803,7,110
2018,0803,8,104
2018,0803,9,60
2018,0803,10,25
2018,0804,1,143
2018,0804,2,143
2018,0804,3,161
2018,0804,4,183
2018,0804,5,163
2018,0804,6,160
2018,0804,7,147
2018,0804,8,131
2018,0804,9,113
2018,0804,10,58
2018,0805,1,73
2018,0805,2,85
2018,0805,3,82
2018,0805,4,97
2018,0805,5,89
2018,0805,6,76
2018,0805,7,97
2018,0805,8,86
2018,0805,9,58
2018,0805,10,34
2018,0806,1,109
2018,0806,2,99
2018,0806,3,122
2018,0806,4,134
2018,0806,5,126
2018,0806,6,128
2018,0806,7,105
2018,0806,8,104
2018,0806,9,79
2018,0806,10,45
2018,0807,1,89
2018,0807,2,107
2018,0807,3,120
2018,0807,4,118
2018,0807,5,128
2018,0807,6,105
2018,0807,7,94
2018,0807,8,89
2018,0807,9,67
2018,0807,10,33
2018,0901,1,136
2018,0901,2,99
2018,0901,3,115
2018,0901,4,106
2018,0901,5,128
2018,0901,6,131
2018,0901,7,131
2018,0901,8,122
2018,0901,9,129
2018,0901,10,145
2018,0902,1,73
2018,0902,2,104
2018,0902,3,74
2018,0902,4,79
2018,0902,5,59
2018,0902,6,76
2018,0902,7,58
2018,0902,8,80
2018,0902,9,84
2018,0902,10,105
2018,0903,1,82
2018,0903,2,76
2018,0903,3,141
2018,0903,4,116
2018,0903,5,107
2018,0903,6,96
2018,0903,7,111
2018,0903,8,87
2018,0903,9,83
2018,0903,10,43
2018,0904,1,91
2018,0904,2,78
2018,0904,3,78
2018,0904,4,86
2018,0904,5,81
2018,0904,6,77
2018,0904,7,95
2018,0904,8,86
2018,0904,9,105
2018,0904,10,113
2018,0905,1,74
2018,0905,2,70
