smasvaedi,staerdarflokkur,fjherb,svfnr,framvinda,Fjöldi
1.0,1.0,1.0,0.0,Fullbúið,12.0
1.0,1.0,2.0,0.0,Fullbúið,24.0
1.0,1.0,3.0,0.0,Fullbúið,4.0
1.0,2.0,1.0,0.0,Fullbúið,4.0
1.0,2.0,2.0,0.0,Fullbúið,165.0
1.0,2.0,3.0,0.0,Fullbúið,77.0
1.0,2.0,4.0,0.0,Fullbúið,9.0
1.0,3.0,2.0,0.0,Fullbúið,26.0
1.0,3.0,3.0,0.0,Fullbúið,146.0
1.0,3.0,4.0,0.0,Fullbúið,34.0
1.0,3.0,5.0,0.0,Fullbúið,7.0
1.0,3.0,6.0,0.0,Fullbúið,1.0
1.0,4.0,1.0,0.0,Fullbúið,1.0
1.0,4.0,2.0,0.0,Fullbúið,7.0
1.0,4.0,3.0,0.0,Fullbúið,59.0
1.0,4.0,4.0,0.0,Fullbúið,53.0
1.0,4.0,5.0,0.0,Fullbúið,13.0
1.0,4.0,6.0,0.0,Fullbúið,4.0
1.0,4.0,7.0,0.0,Fullbúið,2.0
1.0,5.0,3.0,0.0,Fullbúið,13.0
1.0,5.0,4.0,0.0,Fullbúið,13.0
1.0,5.0,5.0,0.0,Fullbúið,23.0
1.0,5.0,6.0,0.0,Fullbúið,12.0
1.0,5.0,7.0,0.0,Fullbúið,3.0
1.0,5.0,8.0,0.0,Fullbúið,2.0
1.0,6.0,0.0,0.0,Fullbúið,2.0
1.0,6.0,4.0,0.0,Fullbúið,1.0
1.0,6.0,5.0,0.0,Fullbúið,7.0
1.0,6.0,6.0,0.0,Fullbúið,13.0
1.0,6.0,7.0,0.0,Fullbúið,11.0
1.0,6.0,8.0,0.0,Fullbúið,7.0
1.0,6.0,9.0,0.0,Fullbúið,4.0
1.0,6.0,11.0,0.0,Fullbúið,2.0
2.0,1.0,1.0,0.0,Fullbúið,2.0
2.0,1.0,2.0,0.0,Fullbúið,8.0
2.0,1.0,3.0,0.0,Fullbúið,3.0
2.0,2.0,2.0,0.0,Fullbúið,83.0
2.0,2.0,3.0,0.0,Fullbúið,36.0
2.0,2.0,4.0,0.0,Fullbúið,3.0
2.0,3.0,0.0,0.0,Fullbúið,1.0
2.0,3.0,2.0,0.0,Fullbúið,19.0
2.0,3.0,3.0,0.0,Fullbúið,109.0
2.0,3.0,4.0,0.0,Fullbúið,36.0
2.0,3.0,5.0,0.0,Fullbúið,5.0
2.0,4.0,2.0,0.0,Fullbúið,1.0
2.0,4.0,3.0,0.0,Fullbúið,19.0
2.0,4.0,4.0,0.0,Fullbúið,37.0
2.0,4.0,5.0,0.0,Fullbúið,12.0
2.0,4.0,6.0,0.0,Fullbúið,4.0
2.0,5.0,3.0,0.0,Fullbúið,2.0
2.0,5.0,4.0,0.0,Fullbúið,17.0
2.0,5.0,5.0,0.0,Fullbúið,21.0
2.0,5.0,6.0,0.0,Fullbúið,6.0
2.0,5.0,8.0,0.0,Fullbúið,2.0
2.0,6.0,0.0,0.0,Fullbúið,9.0
2.0,6.0,3.0,0.0,Fullbúið,1.0
2.0,6.0,4.0,0.0,Fullbúið,1.0
2.0,6.0,5.0,0.0,Fullbúið,7.0
2.0,6.0,6.0,0.0,Fullbúið,16.0
2.0,6.0,7.0,0.0,Fullbúið,13.0
2.0,6.0,8.0,0.0,Fullbúið,12.0
2.0,6.0,9.0,0.0,Fullbúið,5.0
2.0,6.0,10.0,0.0,Fullbúið,3.0
2.0,6.0,11.0,0.0,Fullbúið,2.0
2.0,6.0,12.0,0.0,Fullbúið,1.0
2.0,6.0,14.0,0.0,Fullbúið,1.0
2.0,6.0,15.0,0.0,Fullbúið,1.0
2.0,6.0,16.0,0.0,Fullbúið,1.0
2.0,6.0,17.0,0.0,Fullbúið,1.0
3.0,1.0,0.0,0.0,Fullbúið,1.0
3.0,1.0,1.0,0.0,Fullbúið,23.0
3.0,1.0,2.0,0.0,Fullbúið,18.0
3.0,1.0,3.0,0.0,Fullbúið,8.0
3.0,2.0,0.0,0.0,Fullbúið,1.0
3.0,2.0,1.0,0.0,Fullbúið,3.0
3.0,2.0,2.0,0.0,Fullbúið,68.0
3.0,2.0,3.0,0.0,Fullbúið,43.0
3.0,2.0,4.0,0.0,Fullbúið,8.0
3.0,3.0,1.0,0.0,Fullbúið,2.0
3.0,3.0,2.0,0.0,Fullbúið,22.0
3.0,3.0,3.0,0.0,Fullbúið,84.0
3.0,3.0,4.0,0.0,Fullbúið,34.0
3.0,3.0,5.0,0.0,Fullbúið,3.0
3.0,4.0,2.0,0.0,Fullbúið,6.0
3.0,4.0,3.0,0.0,Fullbúið,26.0
3.0,4.0,4.0,0.0,Fullbúið,33.0
3.0,4.0,5.0,0.0,Fullbúið,33.0
3.0,4.0,6.0,0.0,Fullbúið,8.0
3.0,4.0,7.0,0.0,Fullbúið,4.0
3.0,5.0,3.0,0.0,Fullbúið,6.0
3.0,5.0,4.0,0.0,Fullbúið,22.0
3.0,5.0,5.0,0.0,Fullbúið,26.0
3.0,5.0,6.0,0.0,Fullbúið,7.0
3.0,5.0,7.0,0.0,Fullbúið,15.0
3.0,5.0,8.0,0.0,Fullbúið,4.0
3.0,6.0,1.0,0.0,Fullbúið,1.0
3.0,6.0,3.0,0.0,Fullbúið,1.0
3.0,6.0,4.0,0.0,Fullbúið,9.0
3.0,6.0,5.0,0.0,Fullbúið,7.0
3.0,6.0,6.0,0.0,Fullbúið,17.0
3.0,6.0,7.0,0.0,Fullbúið,18.0
3.0,6.0,8.0,0.0,Fullbúið,15.0
3.0,6.0,9.0,0.0,Fullbúið,11.0
3.0,6.0,10.0,0.0,Fullbúið,3.0
3.0,6.0,11.0,0.0,Fullbúið,3.0
3.0,6.0,12.0,0.0,Fullbúið,2.0
3.0,6.0,15.0,0.0,Fullbúið,1.0
4.0,1.0,0.0,0.0,Ófullbúið,1.0
4.0,1.0,1.0,0.0,Ófullbúið,1.0
4.0,1.0,1.0,0.0,Fullbúið,56.0
4.0,1.0,2.0,0.0,Ófullbúið,4.0
4.0,1.0,2.0,0.0,Fullbúið,40.0
4.0,1.0,3.0,0.0,Fullbúið,2.0
4.0,2.0,0.0,0.0,Fullbúið,1.0
4.0,2.0,1.0,0.0,Ófullbúið,2.0
4.0,2.0,1.0,0.0,Fullbúið,25.0
4.0,2.0,2.0,0.0,Fullbúið,125.0
4.0,2.0,2.0,0.0,Ófullbúið,53.0
4.0,2.0,3.0,0.0,Fullbúið,44.0
4.0,2.0,3.0,0.0,Ófullbúið,1.0
4.0,2.0,4.0,0.0,Fullbúið,1.0
4.0,3.0,0.0,0.0,Fullbúið,1.0
4.0,3.0,1.0,0.0,Fullbúið,1.0
4.0,3.0,2.0,0.0,Ófullbúið,19.0
4.0,3.0,2.0,0.0,Fullbúið,45.0
4.0,3.0,3.0,0.0,Fullbúið,138.0
4.0,3.0,3.0,0.0,Ófullbúið,43.0
4.0,3.0,4.0,0.0,Fullbúið,39.0
4.0,3.0,5.0,0.0,Fullbúið,5.0
4.0,4.0,0.0,0.0,Fullbúið,1.0
4.0,4.0,2.0,0.0,Fullbúið,6.0
4.0,4.0,2.0,0.0,Ófullbúið,1.0
4.0,4.0,3.0,0.0,Fullbúið,34.0
4.0,4.0,3.0,0.0,Ófullbúið,36.0
4.0,4.0,4.0,0.0,Ófullbúið,2.0
4.0,4.0,4.0,0.0,Fullbúið,48.0
4.0,4.0,5.0,0.0,Fullbúið,10.0
4.0,4.0,6.0,0.0,Fullbúið,3.0
4.0,5.0,0.0,0.0,Fullbúið,1.0
4.0,5.0,2.0,0.0,Fullbúið,2.0
4.0,5.0,3.0,0.0,Fullbúið,11.0
4.0,5.0,3.0,0.0,Ófullbúið,12.0
4.0,5.0,4.0,0.0,Ófullbúið,25.0
4.0,5.0,4.0,0.0,Fullbúið,48.0
4.0,5.0,5.0,0.0,Fullbúið,8.0
4.0,5.0,6.0,0.0,Fullbúið,7.0
4.0,5.0,7.0,0.0,Fullbúið,3.0
4.0,5.0,8.0,0.0,Fullbúið,2.0
4.0,6.0,0.0,0.0,Fullbúið,1.0
4.0,6.0,3.0,0.0,Ófullbúið,10.0
4.0,6.0,3.0,0.0,Fullbúið,2.0
4.0,6.0,4.0,0.0,Ófullbúið,5.0
4.0,6.0,4.0,0.0,Fullbúið,2.0
4.0,6.0,5.0,0.0,Fullbúið,12.0
4.0,6.0,6.0,0.0,Fullbúið,12.0
4.0,6.0,7.0,0.0,Fullbúið,2.0
4.0,6.0,8.0,0.0,Fullbúið,3.0
4.0,6.0,9.0,0.0,Fullbúið,2.0
5.0,1.0,1.0,0.0,Fullbúið,2.0
5.0,1.0,2.0,0.0,Fullbúið,9.0
5.0,2.0,0.0,0.0,Fullbúið,2.0
5.0,2.0,1.0,0.0,Fullbúið,1.0
5.0,2.0,2.0,0.0,Fullbúið,20.0
5.0,2.0,3.0,0.0,Fullbúið,28.0
5.0,3.0,2.0,0.0,Fullbúið,13.0
5.0,3.0,3.0,0.0,Fullbúið,40.0
5.0,3.0,4.0,0.0,Fullbúið,8.0
5.0,3.0,5.0,0.0,Fullbúið,1.0
5.0,4.0,2.0,0.0,Fullbúið,1.0
5.0,4.0,3.0,0.0,Fullbúið,18.0
5.0,4.0,4.0,0.0,Fullbúið,17.0
5.0,4.0,5.0,0.0,Fullbúið,11.0
5.0,4.0,6.0,0.0,Fullbúið,3.0
5.0,5.0,0.0,0.0,Fullbúið,1.0
5.0,5.0,4.0,0.0,Fullbúið,28.0
5.0,5.0,5.0,0.0,Fullbúið,19.0
5.0,5.0,6.0,0.0,Fullbúið,25.0
5.0,5.0,7.0,0.0,Fullbúið,2.0
5.0,5.0,8.0,0.0,Fullbúið,3.0
5.0,6.0,0.0,0.0,Fullbúið,1.0
5.0,6.0,3.0,0.0,Fullbúið,2.0
5.0,6.0,4.0,0.0,Fullbúið,11.0
5.0,6.0,5.0,0.0,Fullbúið,22.0
5.0,6.0,6.0,0.0,Fullbúið,46.0
5.0,6.0,7.0,0.0,Fullbúið,39.0
5.0,6.0,8.0,0.0,Fullbúið,20.0
5.0,6.0,9.0,0.0,Fullbúið,11.0
5.0,6.0,10.0,0.0,Fullbúið,5.0
5.0,6.0,12.0,0.0,Fullbúið,1.0
5.0,6.0,17.0,0.0,Fullbúið,1.0
6.0,1.0,1.0,0.0,Fullbúið,260.0
6.0,1.0,2.0,0.0,Fullbúið,76.0
6.0,1.0,3.0,0.0,Fullbúið,1.0
6.0,2.0,1.0,0.0,Fullbúið,3.0
6.0,2.0,2.0,0.0,Fullbúið,214.0
6.0,2.0,3.0,0.0,Fullbúið,29.0
6.0,2.0,4.0,0.0,Fullbúið,2.0
6.0,3.0,2.0,0.0,Fullbúið,14.0
6.0,3.0,3.0,0.0,Fullbúið,75.0
6.0,3.0,4.0,0.0,Fullbúið,27.0
6.0,3.0,5.0,0.0,Fullbúið,2.0
6.0,4.0,2.0,0.0,Fullbúið,1.0
6.0,4.0,3.0,0.0,Fullbúið,12.0
6.0,4.0,4.0,0.0,Fullbúið,65.0
6.0,4.0,5.0,0.0,Fullbúið,18.0
6.0,4.0,6.0,0.0,Fullbúið,6.0
6.0,5.0,3.0,0.0,Fullbúið,1.0
6.0,5.0,4.0,0.0,Fullbúið,12.0
6.0,5.0,5.0,0.0,Fullbúið,39.0
6.0,5.0,6.0,0.0,Fullbúið,20.0
6.0,5.0,7.0,0.0,Fullbúið,5.0
6.0,6.0,4.0,0.0,Fullbúið,3.0
6.0,6.0,5.0,0.0,Fullbúið,10.0
6.0,6.0,6.0,0.0,Fullbúið,18.0
6.0,6.0,7.0,0.0,Fullbúið,12.0
6.0,6.0,8.0,0.0,Fullbúið,12.0
6.0,6.0,9.0,0.0,Fullbúið,9.0
6.0,6.0,10.0,0.0,Fullbúið,3.0
7.0,1.0,2.0,0.0,Fullbúið,7.0
7.0,1.0,3.0,0.0,Fullbúið,1.0
7.0,2.0,2.0,0.0,Fullbúið,40.0
7.0,2.0,3.0,0.0,Fullbúið,29.0
7.0,2.0,4.0,0.0,Fullbúið,9.0
7.0,2.0,5.0,0.0,Fullbúið,1.0
7.0,3.0,0.0,0.0,Fullbúið,2.0
7.0,3.0,1.0,0.0,Fullbúið,1.0
7.0,3.0,2.0,0.0,Fullbúið,32.0
7.0,3.0,3.0,0.0,Fullbúið,127.0
7.0,3.0,4.0,0.0,Fullbúið,30.0
7.0,3.0,5.0,0.0,Fullbúið,4.0
7.0,4.0,2.0,0.0,Fullbúið,1.0
7.0,4.0,3.0,0.0,Fullbúið,33.0
7.0,4.0,4.0,0.0,Fullbúið,119.0
7.0,4.0,5.0,0.0,Fullbúið,67.0
7.0,4.0,6.0,0.0,Fullbúið,6.0
7.0,4.0,7.0,0.0,Fullbúið,2.0
7.0,5.0,2.0,0.0,Fullbúið,1.0
7.0,5.0,3.0,0.0,Fullbúið,2.0
7.0,5.0,4.0,0.0,Fullbúið,23.0
7.0,5.0,5.0,0.0,Fullbúið,59.0
7.0,5.0,6.0,0.0,Fullbúið,19.0
7.0,5.0,7.0,0.0,Fullbúið,4.0
7.0,6.0,0.0,0.0,Fullbúið,1.0
7.0,6.0,2.0,0.0,Fullbúið,1.0
7.0,6.0,4.0,0.0,Fullbúið,7.0
7.0,6.0,5.0,0.0,Fullbúið,10.0
7.0,6.0,6.0,0.0,Fullbúið,8.0
7.0,6.0,7.0,0.0,Fullbúið,12.0
7.0,6.0,8.0,0.0,Fullbúið,14.0
7.0,6.0,9.0,0.0,Fullbúið,4.0
7.0,6.0,10.0,0.0,Fullbúið,3.0
7.0,6.0,111.0,0.0,Fullbúið,1.0
8.0,1.0,1.0,0.0,Fullbúið,6.0
8.0,1.0,2.0,0.0,Fullbúið,21.0
8.0,1.0,3.0,0.0,Fullbúið,2.0
8.0,2.0,2.0,0.0,Fullbúið,60.0
8.0,2.0,3.0,0.0,Fullbúið,40.0
8.0,2.0,4.0,0.0,Fullbúið,4.0
8.0,3.0,2.0,0.0,Fullbúið,26.0
8.0,3.0,3.0,0.0,Fullbúið,130.0
8.0,3.0,4.0,0.0,Fullbúið,57.0
8.0,3.0,5.0,0.0,Fullbúið,4.0
8.0,4.0,3.0,0.0,Fullbúið,27.0
8.0,4.0,4.0,0.0,Fullbúið,40.0
8.0,4.0,5.0,0.0,Fullbúið,23.0
8.0,4.0,6.0,0.0,Fullbúið,6.0
8.0,5.0,3.0,0.0,Fullbúið,2.0
8.0,5.0,4.0,0.0,Fullbúið,19.0
8.0,5.0,5.0,0.0,Fullbúið,14.0
8.0,5.0,6.0,0.0,Fullbúið,18.0
8.0,5.0,7.0,0.0,Fullbúið,8.0
8.0,5.0,8.0,0.0,Fullbúið,1.0
8.0,5.0,9.0,0.0,Fullbúið,1.0
8.0,6.0,4.0,0.0,Fullbúið,4.0
8.0,6.0,5.0,0.0,Fullbúið,7.0
8.0,6.0,6.0,0.0,Fullbúið,14.0
8.0,6.0,7.0,0.0,Fullbúið,22.0
8.0,6.0,8.0,0.0,Fullbúið,19.0
8.0,6.0,9.0,0.0,Fullbúið,5.0
8.0,6.0,10.0,0.0,Fullbúið,2.0
8.0,6.0,11.0,0.0,Fullbúið,1.0
9.0,1.0,0.0,0.0,Fullbúið,2.0
9.0,1.0,1.0,0.0,Fullbúið,7.0
9.0,1.0,2.0,0.0,Fullbúið,21.0
9.0,1.0,3.0,0.0,Fullbúið,2.0
9.0,1.0,4.0,0.0,Fullbúið,1.0
9.0,2.0,1.0,0.0,Fullbúið,1.0
9.0,2.0,2.0,0.0,Fullbúið,73.0
9.0,2.0,3.0,0.0,Fullbúið,23.0
9.0,3.0,2.0,0.0,Fullbúið,40.0
9.0,3.0,3.0,0.0,Fullbúið,125.0
9.0,3.0,4.0,0.0,Fullbúið,49.0
9.0,3.0,5.0,0.0,Fullbúið,1.0
9.0,4.0,2.0,0.0,Fullbúið,2.0
9.0,4.0,3.0,0.0,Fullbúið,43.0
9.0,4.0,4.0,0.0,Fullbúið,34.0
9.0,4.0,5.0,0.0,Fullbúið,20.0
9.0,4.0,6.0,0.0,Fullbúið,2.0
9.0,4.0,10.0,0.0,Fullbúið,1.0
9.0,5.0,3.0,0.0,Fullbúið,3.0
9.0,5.0,4.0,0.0,Fullbúið,12.0
9.0,5.0,5.0,0.0,Fullbúið,20.0
9.0,5.0,6.0,0.0,Fullbúið,13.0
9.0,5.0,7.0,0.0,Fullbúið,9.0
9.0,6.0,4.0,0.0,Fullbúið,2.0
9.0,6.0,5.0,0.0,Fullbúið,7.0
9.0,6.0,6.0,0.0,Fullbúið,7.0
9.0,6.0,7.0,0.0,Fullbúið,13.0
9.0,6.0,8.0,0.0,Fullbúið,5.0
9.0,6.0,9.0,0.0,Fullbúið,12.0
9.0,6.0,10.0,0.0,Fullbúið,1.0
10.0,1.0,0.0,0.0,Fullbúið,1.0
10.0,1.0,1.0,0.0,Fullbúið,6.0
10.0,1.0,2.0,0.0,Fullbúið,16.0
10.0,2.0,1.0,0.0,Fullbúið,1.0
10.0,2.0,2.0,0.0,Fullbúið,190.0
10.0,2.0,3.0,0.0,Fullbúið,5.0
10.0,3.0,2.0,0.0,Fullbúið,19.0
10.0,3.0,3.0,0.0,Fullbúið,117.0
10.0,3.0,4.0,0.0,Fullbúið,23.0
10.0,3.0,5.0,0.0,Fullbúið,2.0
10.0,4.0,3.0,0.0,Fullbúið,44.0
10.0,4.0,4.0,0.0,Fullbúið,76.0
10.0,4.0,5.0,0.0,Fullbúið,67.0
10.0,4.0,6.0,0.0,Fullbúið,2.0
10.0,4.0,9.0,0.0,Fullbúið,1.0
10.0,5.0,3.0,0.0,Fullbúið,1.0
10.0,5.0,4.0,0.0,Fullbúið,17.0
10.0,5.0,5.0,0.0,Fullbúið,15.0
10.0,5.0,6.0,0.0,Fullbúið,3.0
10.0,6.0,1.0,0.0,Fullbúið,1.0
10.0,6.0,2.0,0.0,Fullbúið,2.0
10.0,6.0,3.0,0.0,Fullbúið,2.0
10.0,6.0,4.0,0.0,Fullbúið,3.0
10.0,6.0,5.0,0.0,Fullbúið,6.0
10.0,6.0,6.0,0.0,Fullbúið,40.0
10.0,6.0,7.0,0.0,Fullbúið,28.0
10.0,6.0,8.0,0.0,Fullbúið,22.0
10.0,6.0,9.0,0.0,Fullbúið,12.0
10.0,6.0,10.0,0.0,Fullbúið,5.0
10.0,6.0,11.0,0.0,Fullbúið,2.0
10.0,6.0,12.0,0.0,Fullbúið,3.0
10.0,6.0,15.0,0.0,Fullbúið,1.0
11.0,1.0,0.0,0.0,Fullbúið,3.0
11.0,1.0,1.0,0.0,Fullbúið,319.0
11.0,1.0,2.0,0.0,Ófullbúið,2.0
11.0,1.0,2.0,0.0,Fullbúið,142.0
11.0,1.0,3.0,0.0,Fullbúið,10.0
11.0,1.0,4.0,0.0,Fullbúið,1.0
11.0,1.0,5.0,0.0,Fullbúið,1.0
11.0,2.0,0.0,0.0,Fullbúið,4.0
11.0,2.0,1.0,0.0,Fullbúið,61.0
11.0,2.0,2.0,0.0,Fullbúið,330.0
11.0,2.0,2.0,0.0,Ófullbúið,79.0
11.0,2.0,3.0,0.0,Fullbúið,122.0
11.0,2.0,4.0,0.0,Fullbúið,15.0
11.0,2.0,5.0,0.0,Fullbúið,2.0
11.0,3.0,2.0,0.0,Ófullbúið,38.0
11.0,3.0,2.0,0.0,Fullbúið,116.0
11.0,3.0,3.0,0.0,Ófullbúið,98.0
11.0,3.0,3.0,0.0,Fullbúið,255.0
11.0,3.0,4.0,0.0,Fullbúið,65.0
11.0,3.0,4.0,0.0,Ófullbúið,3.0
11.0,3.0,5.0,0.0,Fullbúið,18.0
11.0,3.0,6.0,0.0,Fullbúið,3.0
11.0,3.0,7.0,0.0,Fullbúið,1.0
11.0,4.0,1.0,0.0,Ófullbúið,1.0
11.0,4.0,1.0,0.0,Fullbúið,2.0
11.0,4.0,2.0,0.0,Fullbúið,28.0
11.0,4.0,3.0,0.0,Ófullbúið,67.0
11.0,4.0,3.0,0.0,Fullbúið,150.0
11.0,4.0,4.0,0.0,Fullbúið,104.0
11.0,4.0,4.0,0.0,Ófullbúið,54.0
11.0,4.0,5.0,0.0,Fullbúið,38.0
11.0,4.0,6.0,0.0,Fullbúið,11.0
11.0,4.0,7.0,0.0,Fullbúið,1.0
11.0,5.0,0.0,0.0,Fullbúið,1.0
11.0,5.0,1.0,0.0,Fullbúið,1.0
11.0,5.0,3.0,0.0,Fullbúið,39.0
11.0,5.0,3.0,0.0,Ófullbúið,5.0
11.0,5.0,4.0,0.0,Ófullbúið,46.0
11.0,5.0,4.0,0.0,Fullbúið,114.0
11.0,5.0,5.0,0.0,Ófullbúið,4.0
11.0,5.0,5.0,0.0,Fullbúið,63.0
11.0,5.0,6.0,0.0,Fullbúið,25.0
11.0,5.0,7.0,0.0,Fullbúið,11.0
11.0,5.0,8.0,0.0,Fullbúið,5.0
11.0,5.0,10.0,0.0,Fullbúið,1.0
11.0,6.0,0.0,0.0,Fullbúið,8.0
11.0,6.0,1.0,0.0,Ófullbúið,1.0
11.0,6.0,2.0,0.0,Fullbúið,1.0
11.0,6.0,3.0,0.0,Fullbúið,6.0
11.0,6.0,4.0,0.0,Fullbúið,20.0
11.0,6.0,5.0,0.0,Fullbúið,30.0
11.0,6.0,6.0,0.0,Fullbúið,24.0
11.0,6.0,7.0,0.0,Fullbúið,30.0
11.0,6.0,8.0,0.0,Fullbúið,26.0
11.0,6.0,9.0,0.0,Fullbúið,38.0
11.0,6.0,10.0,0.0,Fullbúið,7.0
11.0,6.0,11.0,0.0,Fullbúið,23.0
11.0,6.0,12.0,0.0,Fullbúið,2.0
11.0,6.0,13.0,0.0,Fullbúið,6.0
11.0,6.0,14.0,0.0,Fullbúið,1.0
11.0,6.0,15.0,0.0,Fullbúið,1.0
11.0,6.0,63.0,0.0,Fullbúið,1.0
12.0,1.0,0.0,0.0,Fullbúið,5.0
12.0,1.0,1.0,0.0,Fullbúið,47.0
12.0,1.0,2.0,0.0,Fullbúið,114.0
12.0,1.0,3.0,0.0,Fullbúið,13.0
12.0,1.0,4.0,0.0,Fullbúið,1.0
12.0,1.0,5.0,0.0,Fullbúið,1.0
12.0,2.0,1.0,0.0,Fullbúið,11.0
12.0,2.0,2.0,0.0,Ófullbúið,19.0
12.0,2.0,2.0,0.0,Fullbúið,353.0
12.0,2.0,3.0,0.0,Fullbúið,176.0
12.0,2.0,3.0,0.0,Ófullbúið,11.0
12.0,2.0,4.0,0.0,Fullbúið,18.0
12.0,2.0,5.0,0.0,Fullbúið,1.0
12.0,3.0,0.0,0.0,Fullbúið,1.0
12.0,3.0,1.0,0.0,Fullbúið,1.0
12.0,3.0,2.0,0.0,Fullbúið,53.0
12.0,3.0,3.0,0.0,Fullbúið,254.0
12.0,3.0,3.0,0.0,Ófullbúið,2.0
12.0,3.0,4.0,0.0,Fullbúið,103.0
12.0,3.0,4.0,0.0,Ófullbúið,2.0
12.0,3.0,5.0,0.0,Fullbúið,14.0
12.0,3.0,6.0,0.0,Fullbúið,2.0
12.0,3.0,7.0,0.0,Fullbúið,1.0
12.0,4.0,0.0,0.0,Fullbúið,1.0
12.0,4.0,2.0,0.0,Fullbúið,8.0
12.0,4.0,3.0,0.0,Ófullbúið,3.0
12.0,4.0,3.0,0.0,Fullbúið,40.0
12.0,4.0,4.0,0.0,Ófullbúið,2.0
12.0,4.0,4.0,0.0,Fullbúið,78.0
12.0,4.0,5.0,0.0,Fullbúið,19.0
12.0,4.0,6.0,0.0,Fullbúið,8.0
12.0,4.0,7.0,0.0,Fullbúið,2.0
12.0,4.0,8.0,0.0,Fullbúið,1.0
12.0,4.0,14.0,0.0,Ófullbúið,1.0
12.0,5.0,1.0,0.0,Fullbúið,1.0
12.0,5.0,2.0,0.0,Fullbúið,1.0
12.0,5.0,3.0,0.0,Fullbúið,6.0
12.0,5.0,4.0,0.0,Ófullbúið,2.0
12.0,5.0,4.0,0.0,Fullbúið,22.0
12.0,5.0,5.0,0.0,Fullbúið,27.0
12.0,5.0,6.0,0.0,Fullbúið,19.0
12.0,5.0,7.0,0.0,Fullbúið,6.0
12.0,5.0,8.0,0.0,Fullbúið,7.0
12.0,5.0,9.0,0.0,Fullbúið,1.0
12.0,6.0,0.0,0.0,Fullbúið,3.0
12.0,6.0,2.0,0.0,Fullbúið,1.0
12.0,6.0,3.0,0.0,Fullbúið,2.0
12.0,6.0,4.0,0.0,Fullbúið,4.0
12.0,6.0,5.0,0.0,Fullbúið,13.0
12.0,6.0,6.0,0.0,Fullbúið,14.0
12.0,6.0,7.0,0.0,Fullbúið,8.0
12.0,6.0,8.0,0.0,Fullbúið,5.0
12.0,6.0,9.0,0.0,Fullbúið,6.0
12.0,6.0,10.0,0.0,Fullbúið,2.0
12.0,6.0,11.0,0.0,Fullbúið,1.0
12.0,6.0,14.0,0.0,Fullbúið,1.0
12.0,6.0,16.0,0.0,Fullbúið,1.0
13.0,1.0,0.0,0.0,Fullbúið,1.0
13.0,1.0,1.0,0.0,Fullbúið,26.0
13.0,1.0,2.0,0.0,Fullbúið,32.0
13.0,1.0,3.0,0.0,Fullbúið,7.0
13.0,1.0,4.0,0.0,Fullbúið,1.0
13.0,2.0,0.0,0.0,Fullbúið,16.0
13.0,2.0,1.0,0.0,Fullbúið,29.0
13.0,2.0,2.0,0.0,Fullbúið,156.0
13.0,2.0,3.0,0.0,Fullbúið,51.0
13.0,2.0,4.0,0.0,Fullbúið,11.0
13.0,2.0,5.0,0.0,Fullbúið,2.0
13.0,2.0,6.0,0.0,Fullbúið,1.0
13.0,3.0,0.0,0.0,Fullbúið,19.0
13.0,3.0,1.0,0.0,Fullbúið,1.0
13.0,3.0,2.0,0.0,Fullbúið,91.0
13.0,3.0,3.0,0.0,Fullbúið,123.0
13.0,3.0,4.0,0.0,Fullbúið,39.0
13.0,3.0,5.0,0.0,Fullbúið,4.0
13.0,3.0,6.0,0.0,Fullbúið,2.0
13.0,4.0,0.0,0.0,Fullbúið,5.0
13.0,4.0,1.0,0.0,Fullbúið,1.0
13.0,4.0,2.0,0.0,Fullbúið,22.0
13.0,4.0,3.0,0.0,Fullbúið,85.0
13.0,4.0,4.0,0.0,Fullbúið,58.0
13.0,4.0,5.0,0.0,Fullbúið,15.0
13.0,4.0,6.0,0.0,Fullbúið,3.0
13.0,4.0,7.0,0.0,Fullbúið,1.0
13.0,5.0,0.0,0.0,Fullbúið,6.0
13.0,5.0,2.0,0.0,Fullbúið,7.0
13.0,5.0,3.0,0.0,Fullbúið,35.0
13.0,5.0,4.0,0.0,Fullbúið,36.0
13.0,5.0,5.0,0.0,Fullbúið,21.0
13.0,5.0,6.0,0.0,Fullbúið,10.0
13.0,5.0,7.0,0.0,Fullbúið,7.0
13.0,5.0,9.0,0.0,Fullbúið,1.0
13.0,6.0,0.0,0.0,Ófullbúið,1.0
13.0,6.0,0.0,0.0,Fullbúið,5.0
13.0,6.0,1.0,0.0,Fullbúið,1.0
13.0,6.0,2.0,0.0,Fullbúið,3.0
13.0,6.0,3.0,0.0,Fullbúið,36.0
13.0,6.0,4.0,0.0,Fullbúið,21.0
13.0,6.0,5.0,0.0,Fullbúið,10.0
13.0,6.0,6.0,0.0,Fullbúið,15.0
13.0,6.0,7.0,0.0,Fullbúið,15.0
13.0,6.0,8.0,0.0,Fullbúið,13.0
13.0,6.0,9.0,0.0,Fullbúið,5.0
13.0,6.0,10.0,0.0,Fullbúið,4.0
13.0,6.0,11.0,0.0,Fullbúið,3.0
13.0,6.0,12.0,0.0,Ófullbúið,1.0
13.0,6.0,12.0,0.0,Fullbúið,3.0
13.0,6.0,13.0,0.0,Fullbúið,2.0
13.0,6.0,14.0,0.0,Fullbúið,2.0
14.0,1.0,0.0,0.0,Fullbúið,2.0
